RA,DEC,Vmag
354.63147,-48.01078,9.61
354.63702,-9.318743,11.45
354.63937,-13.712253,8.14
354.64017,77.45132,8.7
354.64233,35.033234,7.06
354.6447,40.968834,8.37
354.65408,41.624134,9.19
354.65646,-36.646168,9.25
354.66272,35.535213,8.12
354.66577,-64.036415,7.65
354.66788,-49.084774,9.43
354.66995,39.045647,7.97
354.6735,-20.867386,7.71
354.6743,25.260113,9.18
354.67673,15.474484,9.3
354.68085,23.537233,9.01
354.68213,-62.885487,6.63
354.68353,-45.251705,8.4
354.68805,35.772564,9.74
354.692,-2.7653685,9.88
354.69266,56.997177,8.68
354.70166,59.39183,11.24
354.70306,44.41259,9.11
354.70374,42.67357,9.05
354.70462,62.13496,6.59
354.70627,23.308325,7.14
354.70697,-2.9599247,8.21
354.71027,-23.678234,8.3
354.7109,-28.26786,8.7
354.71704,-43.623707,9.66
354.7172,54.44263,7.51
354.7183,8.312826,8.57
354.7229,12.194494,7.59
354.72308,30.059559,8.56
354.72488,63.687313,9.62
354.72925,-33.173462,9.81
354.73206,-45.611866,7.03
354.7396,68.72604,8.91
354.73975,22.552351,8.96
354.75134,17.014194,8.0
354.75272,61.30164,7.92
354.75473,-67.911736,9.66
354.75592,52.262466,8.2
354.76245,-32.298122,9.19
354.76352,63.388386,9.47
354.77588,-63.045956,8.94
354.78473,50.471733,5.35
354.78687,-60.299824,9.61
354.78925,-34.908134,9.25
354.78918,30.86928,8.62
354.79175,-26.878145,11.89
354.7924,75.292885,5.95
354.79315,6.201186,7.84
354.8019,50.54495,10.17
354.805,-86.39903,7.93
354.8133,20.462967,8.8
354.8137,-9.98485,9.53
354.81424,34.731148,8.17
354.8161,-21.923986,7.69
354.8282,-30.720707,10.04
354.83185,28.905794,11.42
354.83197,-17.79132,9.05
354.83533,71.94733,7.65
354.83667,45.71991,7.62
354.83688,77.63228,3.21
354.83813,74.00263,5.98
354.844,-53.38721,9.67
354.8446,-27.156897,8.98
354.84586,7.0776467,8.94
354.84738,-2.1545787,8.66
354.8495,-33.49337,8.07
354.85074,-56.987675,9.68
354.85422,-3.140036,9.52
354.86032,39.033714,8.72
354.86642,-46.6378,6.07
354.87363,-53.52507,10.45
354.87387,-19.075226,9.12
354.87906,28.246506,7.04
354.8842,34.068157,8.24
354.8876,-50.89385,9.96
354.89578,58.970463,7.53
354.90033,30.998764,11.78
354.9058,-72.72215,7.09
354.90683,43.332607,7.54
354.9145,-69.19575,8.17
354.91504,-28.707249,9.8
354.92133,-66.25374,6.92
354.9232,-22.533394,7.29
354.9243,79.82116,8.02
354.93146,-50.7545,8.2
354.93277,-4.666154,9.39
354.9346,-17.040344,10.1
354.93564,-46.61572,10.11
354.93695,-0.7406132,8.87
354.94403,70.7837,7.99
354.9461,-14.2221775,4.97
354.94614,-29.530334,8.84
354.9531,75.75155,7.31
354.96024,34.955402,7.11
354.96072,-5.546786,7.66
354.96378,-32.743404,7.18
354.9697,-66.29339,9.1
354.97052,63.725433,6.85
354.97076,47.20714,9.01
354.97922,-47.588486,8.94
354.97934,9.677294,5.99
354.9809,-76.11193,8.75
354.98517,43.806206,8.35
354.98767,5.6262918,4.13
354.9874,21.25771,10.56
354.997,-38.248707,10.16
354.99954,-47.326504,6.94
355.00034,-51.61674,7.79
355.00064,-42.618233,10.68
355.0043,27.021067,8.84
355.00455,27.514975,6.66
355.00546,49.71763,9.66
355.00922,14.810523,7.91
355.01175,37.652645,6.49
355.01257,-19.45773,10.57
355.01422,26.801989,7.56
355.01706,51.55737,9.34
355.02048,-71.11666,8.57
355.02164,2.868455,9.71
355.02512,12.96795,9.1
355.04874,82.85075,10.1
355.05063,45.073654,7.73
355.05673,-28.359138,7.63
355.0571,-1.6842399,10.06
355.0578,-15.421226,8.29
355.0581,-69.19469,9.16
355.06235,33.82365,8.7
355.06335,19.712517,9.07
355.06573,-1.7544048,8.75
355.0667,19.75439,8.83
355.06845,18.214272,7.13
355.0755,4.8065333,7.44
355.0758,-28.909142,8.92
355.0814,-26.887794,8.01
355.0945,18.643246,8.59
355.09552,-43.26086,8.75
355.09845,51.73296,9.51
355.1021,44.33393,4.15
355.10284,-78.21066,9.56
355.1093,-26.201225,7.59
355.11694,11.92215,9.54
355.11743,-41.747646,9.18
355.1208,29.98666,10.99
355.12033,-10.227801,9.33
355.1228,-12.949374,9.56
355.12347,-49.19545,8.83
355.12442,67.55329,8.57
355.12967,24.69491,7.9
355.1307,7.838338,8.82
355.13284,10.400305,8.02
355.154,84.814384,9.9
355.1577,-18.988895,7.59
355.15897,-32.073124,5.3
355.16022,-31.913925,8.6
355.16467,77.36767,8.51
355.16766,0.4159755,7.4
355.1693,36.720768,6.24
355.17294,-34.696266,8.82
355.17737,-0.3830348,8.34
355.17892,25.788366,8.32
355.1803,55.14908,7.64
355.1892,70.880806,9.97
355.1926,52.56049,7.46
355.19293,-34.367672,9.27
355.19888,13.9528475,8.51
355.199,-65.276535,8.86
355.203,-7.914211,7.15
355.21167,-56.42066,7.5
355.21207,3.6271834,9.07
355.21268,8.333941,8.09
355.21436,20.36588,8.27
355.23676,-44.770866,10.1
355.2444,71.84832,8.82
355.2481,-11.470484,9.47
355.2521,35.971832,7.68
355.25333,57.838722,7.22
355.25412,-37.86795,7.66
355.26523,74.40244,8.74
355.26846,-17.527328,9.44
355.26923,41.850563,6.85
355.27283,48.78709,9.12
355.27267,46.21826,6.97
355.27682,33.36314,8.75
355.27908,-24.160477,6.61
355.2848,-32.07126,7.11
355.28714,-11.680655,5.89
355.29205,-6.4780245,8.45
355.29504,66.84669,8.83
355.2963,68.359886,7.7
355.3025,39.18246,8.67
355.30594,-2.8593657,8.65
355.30615,75.5825,7.33
355.30652,51.68438,8.28
355.3086,-80.54949,9.88
355.32294,5.218026,8.39
355.3232,32.561092,7.44
355.32483,-4.4231887,9.01
355.32578,2.4676158,7.45
355.32645,3.6301098,10.05
355.3269,-13.474544,8.75
355.32748,-20.464712,9.55
355.33307,14.777224,11.7
355.33432,46.860054,7.42
355.33524,14.772176,8.66
355.33652,-40.416817,9.21
355.34384,52.43399,8.22
355.34537,-20.086138,9.54
355.35193,-52.13716,9.88
355.3616,49.512413,6.26
355.36346,6.418874,12.13
355.367,-11.958603,9.74
355.36813,-72.44125,10.07
355.36877,-41.580284,7.81
355.36984,31.467333,8.21
355.37338,40.55449,6.92
355.3737,47.59551,8.96
355.37512,-25.67068,9.3
355.37537,-34.192917,8.88
355.38962,10.215846,9.91
355.39087,-73.78054,8.9
355.3918,24.223812,7.61
355.3937,-18.027077,5.36
355.39487,-47.98948,9.9
355.39963,-8.82516,8.6
355.40338,-37.43345,8.04
355.406,-16.593784,10.54
355.4099,-50.42397,8.06
355.4178,48.40962,8.06
355.41953,-30.839127,10.58
355.42862,-55.247746,8.98
355.43158,-51.943665,11.6
355.43716,56.903,8.73
355.4391,-20.170673,8.28
355.44086,-17.816532,4.82
355.4431,69.39298,8.99
355.44324,-17.783535,8.52
355.4438,-35.217213,9.09
355.46155,-42.74885,10.94
355.46472,-5.9857574,7.68
355.46698,14.107107,11.98
355.47333,68.67189,7.88
355.47546,-48.642723,8.73
355.47623,-35.97773,9.39
355.4762,48.361454,10.87
355.47736,57.259953,6.24
355.4789,-74.89501,9.61
355.4808,0.0023447704,8.79
355.48212,-1.0981635,9.48
355.48224,24.792646,8.5
355.48444,4.9653997,9.24
355.4862,7.2505465,5.89
355.48645,-50.26395,10.04
355.48843,-42.268826,7.11
355.4907,34.529644,9.03
355.49234,-15.463321,8.18
355.50113,12.743793,8.38
355.5045,-67.77062,7.99
355.5078,-29.624195,7.81
355.50873,20.29627,7.62
355.51202,-69.437,7.76
355.5117,1.7800407,4.49
355.51486,25.88556,8.51
355.52765,-53.05328,8.65
355.53702,47.063393,8.14
355.53845,74.12951,7.89
355.53848,23.993013,8.49
355.53897,-32.642094,9.14
355.54117,-56.379936,7.97
355.54428,-2.5768635,10.3
355.55276,-53.423317,7.99
355.55716,32.476383,9.11
355.55954,44.755417,6.99
355.56567,-82.0438,9.8
355.56113,44.991714,6.43
355.56793,24.916197,11.84
355.5683,-27.638693,8.16
355.57,61.491104,8.8
355.57666,85.46855,7.7
355.57788,28.313837,8.46
355.5861,37.9482,8.75
355.5873,64.51539,6.52
355.59088,-1.5013078,8.27
355.59247,-39.22026,8.41
355.59274,-8.828784,8.45
355.60184,39.058155,8.94
355.60416,49.151455,8.03
355.60645,47.75494,8.8
355.6072,-61.061817,7.16
355.61374,54.600838,8.65
355.61594,-15.448032,5.27
355.62848,43.01435,10.78
355.63248,80.638466,10.45
355.6302,-58.51614,9.36
355.63055,18.666481,7.23
355.63107,61.679363,6.4
355.64154,-57.47802,8.65
355.6453,-28.18114,8.27
355.64923,20.434753,9.0
355.6498,-57.96168,7.94
355.65387,-3.552734,9.31
355.66968,51.427704,7.55
355.67072,56.43257,8.01
355.6759,-41.24757,9.57
355.6806,-14.544905,4.49
355.68277,16.335718,6.3
355.68256,-19.882586,10.09
355.69193,81.30064,7.87
355.69922,-11.328532,7.21
355.6997,13.323472,9.56
355.702,-26.484362,9.97
355.7045,9.885468,7.69
355.71143,10.481888,8.11
355.71457,-31.23723,10.23
355.72415,-53.056732,9.55
355.72617,-83.131996,8.77
355.73102,44.89344,8.34
355.73563,0.2397323,8.65
355.74686,22.122908,9.17
355.74948,49.11856,8.99
355.7499,43.2368,8.63
355.75934,-29.043995,7.23
355.76608,53.33881,9.17
355.76694,56.39082,10.36
355.77106,51.939335,6.44
355.7736,53.152596,6.63
355.77472,-46.31213,6.63
355.77536,11.83446,8.73
355.77652,-70.044304,9.12
355.77533,-64.78706,10.26
355.77988,-36.784973,7.45
355.77994,-1.6401621,10.43
355.78162,40.963,8.59
355.78183,34.746517,7.03
355.7885,14.958008,8.21
355.79132,-12.218949,9.01
355.79245,-38.704304,9.28
355.79324,59.9434,9.22
355.7942,-23.675598,7.68
355.79565,-29.073944,9.46
355.79715,43.34127,8.49
355.80255,88.34203,9.02
355.80548,58.99057,9.09
355.8062,52.248196,7.63
355.81012,1.1130583,8.86
355.81107,0.9046418,8.6
355.82083,-70.81814,7.35
355.8217,-45.15782,8.77
355.8243,-0.15557684,8.19
355.8267,-21.090183,8.56
355.82788,-0.70806116,7.95
355.8379,-25.357903,8.2
355.84317,10.331536,5.09
355.84387,50.072414,9.19
355.844,-33.082737,7.16
355.84662,23.102211,9.28
355.8489,50.908436,8.15
355.85117,-41.6045,8.44
355.8515,-21.706453,8.64
355.85312,-9.04144,8.8
355.85812,67.66512,10.45
355.86267,58.0803,7.14
355.86298,11.602037,8.68
355.8677,17.225769,8.93
355.87476,54.013466,9.95
355.87723,-59.779057,8.69
355.87747,61.930042,11.24
355.88394,-74.21494,7.83
355.88324,-24.287804,11.27
355.88544,-51.34886,8.51
355.88605,-22.902302,7.81
355.8901,76.02129,8.25
355.89246,59.951935,8.08
355.89548,-7.923332,10.11
355.89465,19.129871,9.11
355.901,-3.313102,8.81
355.90216,-9.673979,9.26
355.9075,-65.43115,8.7
355.91458,73.37033,8.77
355.91452,52.980198,9.46
355.9159,-63.960976,7.99
355.92606,21.940144,7.89
355.92697,23.385286,9.66
355.9272,-31.594624,9.35
355.92798,-7.336975,8.8
355.95053,87.3549,9.52
355.9561,-15.2845,8.69
355.9569,-61.7298,7.47
355.96106,-6.27355,8.5
355.96133,32.54629,13.11
355.9657,-33.42778,6.95
355.96844,-68.42933,9.34
355.97507,-45.46257,6.84
355.97543,-43.600697,9.44
355.98065,66.55204,7.94
355.98672,7.2495055,8.15
355.98843,-28.044588,9.74
355.98843,-65.49065,9.13
355.98898,-82.5085,7.68
355.99182,-63.9793,8.69
355.99234,-24.764751,8.44
355.99786,64.74137,11.3
355.99597,17.511644,7.72
355.99707,58.74653,8.28
355.99747,70.106026,9.51
355.99786,29.361454,4.93
356.00067,-78.11984,8.47
356.0055,-45.083122,6.08
356.0078,-8.271816,9.12
356.0098,62.72973,8.69
356.01367,61.789494,8.22
356.0224,-54.207027,8.8
356.02255,42.463226,7.64
356.03067,-27.196068,9.01
356.03415,59.614937,8.87
356.0381,53.697437,9.4
356.03958,2.1460574,8.52
356.04526,-13.190378,8.53
356.04605,-54.690144,9.01
356.04697,-40.6859,7.48
356.0502,-64.40445,5.73
356.05032,-18.276937,5.24
356.05463,-37.11574,9.26
356.06244,-32.365112,11.69
356.06522,-10.985105,9.75
356.06528,-43.02432,7.77
356.0692,36.338936,7.47
356.07233,27.575336,8.59
356.073,-64.33967,7.09
356.0759,0.71234965,8.0
356.07742,8.504599,9.79
356.07996,-54.436058,7.42
356.0917,-34.45011,10.96
356.09277,58.766163,8.38
356.09467,4.3547,10.88
356.0952,55.206387,7.17
356.1023,57.759033,7.81
356.10596,-70.49023,6.06
356.11954,-14.420028,7.99
356.1211,-26.246632,6.23
356.12158,-61.13995,8.72
356.1218,55.49105,7.75
356.13013,8.5040455,8.6
356.13394,46.38016,7.57
356.13544,-3.1754055,7.26
356.139,-62.223484,9.85
356.13895,29.770926,8.51
356.13986,47.818214,9.62
356.14224,-26.47627,8.63
356.14484,-18.784515,9.36
356.14478,15.92258,10.55
356.1457,-5.0070577,9.07
356.1586,16.481892,8.59
356.1619,-8.848789,8.07
356.16345,-20.967052,11.6
356.16592,-39.50907,8.94
356.1665,-6.130589,9.08
356.1702,-78.79144,5.74
356.1722,14.104013,9.42
356.17502,-8.462694,8.24
356.18378,-19.922125,9.51
356.18933,43.746265,6.93
356.19678,-45.247143,8.92
356.1972,-6.9367785,8.74
356.19788,36.32918,8.46
356.20166,55.799686,6.46
356.20187,50.91412,8.64
356.20224,-23.178381,8.8
356.20236,-32.880917,9.04
356.20395,7.191806,6.88
356.20477,34.725773,8.15
356.21164,-25.657528,8.52
356.2157,13.451081,9.58
356.22,-38.332603,7.96
356.2212,-23.504097,7.88
356.2231,45.68652,10.92
356.22583,-47.344727,9.24
356.2302,50.587402,7.72
356.23608,69.75485,7.15
356.2443,-59.41877,8.99
356.2447,-47.903027,8.62
356.2446,3.7709322,10.18
356.2502,30.336226,11.73
356.2502,-0.66032404,7.07
356.25766,-59.175266,8.9
356.26096,63.003853,10.58
356.2639,3.7751172,10.47
356.2666,21.389847,6.76
356.26794,2.091408,7.64
356.27005,76.6697,8.15
356.28058,33.78531,8.33
356.2914,29.561872,8.4
356.2887,-56.456345,10.74
356.29642,31.689373,9.22
356.3004,15.043502,7.7
356.30234,8.235259,11.4
356.30786,-74.638954,8.49
356.30826,8.230839,8.66
356.3084,82.80673,7.8
356.31763,44.29796,8.81
356.32336,-61.911896,9.02
356.326,5.1162095,7.93
356.33563,-30.532984,9.2
356.3368,-31.234667,10.32
356.3377,78.55793,8.9
356.3408,10.179837,6.54
356.3415,-13.681997,7.93
356.34332,32.191593,8.93
356.3511,-1.9454523,9.42
356.3527,39.123383,10.15
356.3533,57.372395,8.29
356.35684,5.8154945,9.53
356.35876,-34.981205,9.31
356.3596,14.674964,8.07
356.3722,20.41544,6.56
356.3915,-58.279034,7.53
356.3959,40.4435,8.81
356.3961,25.471928,9.06
356.405,13.152656,7.12
356.40497,-48.677204,9.48
356.40863,-50.551933,10.15
356.41135,-27.51954,8.59
356.41315,42.234833,8.92
356.42697,-52.234375,8.13
356.4309,-29.821156,10.14
356.43655,-44.65028,9.38
356.44254,26.335482,7.75
356.4479,1.6720132,8.3
356.45328,28.17709,8.1
356.45627,36.255043,9.89
356.46082,-45.894566,8.52
356.4612,-41.07776,8.87
356.4635,37.604614,8.65
356.46542,33.2905,7.51
356.4683,-14.754825,7.36
356.46924,-42.341183,8.25
356.4697,-32.927166,8.19
356.47943,54.7354,8.5
356.47964,-58.36986,9.07
356.4806,50.16171,8.45
356.4901,33.05833,8.38
356.4969,-13.454261,7.79
356.49744,47.268757,9.83
356.49783,-39.74805,9.28
356.49796,-10.524866,9.15
356.49875,-37.975857,8.39
356.49948,19.549126,8.69
356.50043,0.2619505,7.95
356.50217,-66.85308,8.19
356.50278,62.669952,7.72
356.50385,-18.67834,5.28
356.50525,-40.182564,6.32
356.5061,63.31694,7.77
356.5085,46.420277,4.97
356.51108,-15.134181,7.99
356.51318,-26.817894,8.58
356.51715,50.66315,7.34
356.51932,-17.136097,8.39
356.5315,60.46537,9.75
356.53357,60.47317,7.02
356.53552,-49.93875,9.5
356.53906,35.243908,9.15
356.53952,42.94314,10.12
356.55127,50.786587,7.98
356.55502,-55.00248,9.03
356.5578,84.05348,9.19
356.56543,-77.56914,8.9
356.57483,10.278271,11.78
356.57645,9.785069,7.48
356.57816,-13.364326,7.74
356.5786,11.131874,8.19
356.57895,24.855898,10.3
356.58997,-53.275234,10.32
356.59164,34.196728,7.64
356.59372,53.612625,8.8
356.59518,-54.221355,9.88
356.59778,23.450018,7.97
356.598,3.486811,4.95
356.6063,28.703611,6.97
356.6113,-23.027878,8.93
356.61652,-71.074394,8.3
356.6219,81.37806,7.97
356.6291,-48.958134,8.88
356.6307,17.08692,8.81
356.63205,-77.26224,9.17
356.63278,-64.57365,8.7
356.63705,-41.58188,7.33
356.63632,-44.82864,7.49
356.63943,-23.863293,9.24
356.6404,64.30126,7.28
356.64215,-8.996872,7.23
356.64355,55.152245,7.86
356.64432,0.5300457,7.18
356.6448,-1.5228512,9.75
356.64542,-12.757945,8.48
356.64575,-68.056145,8.86
356.64713,-60.75759,8.67
356.65308,66.78224,5.95
356.6736,-35.875484,9.48
356.67477,-5.4599085,8.98
356.68298,37.50775,7.91
356.6849,-45.057163,8.69
356.68607,-32.000885,9.31
356.69498,72.894035,10.99
356.6992,-28.786297,9.04
356.7037,43.899483,8.71
356.7117,-8.896932,7.31
356.71335,-59.932896,8.97
356.71338,-55.80946,7.3
356.71588,-24.293617,8.25
356.71677,43.679573,9.07
356.71808,17.5291,7.77
356.71838,28.41968,7.45
356.71948,54.861244,7.44
356.71936,58.196636,8.01
356.72092,-41.86576,8.7
356.72134,21.622396,8.63
356.72385,28.42816,10.06
356.7272,48.80165,7.56
356.72952,68.40823,11.05
356.73248,-31.981812,9.37
356.73267,-40.71363,9.93
356.7346,51.228996,7.49
356.74,31.18025,9.54
356.7401,-29.870413,9.31
356.74307,51.956013,10.21
356.7452,27.18704,8.5
356.74823,25.878876,9.23
356.7489,-43.450035,9.14
356.75336,-55.408257,7.64
356.754,5.2519636,8.47
356.758,57.45136,5.55
356.76108,-44.78815,9.91
356.7644,58.65199,4.88
356.76862,51.556873,8.93
356.77567,-73.09927,7.82
356.77673,-31.909397,10.1
356.78088,-17.099447,9.43
356.78534,15.65091,8.66
356.79086,-21.509872,9.53
356.7953,-26.390144,11.29
356.80112,43.561234,9.47
356.80505,60.314674,8.51
356.80753,7.0870314,10.63
356.80936,23.93193,8.3
356.8151,-77.23513,8.63
356.8163,-11.911126,5.74
356.81665,-50.22646,5.18
356.81924,-46.712566,9.81
356.82645,-8.086691,10.53
356.83133,-9.808962,8.94
356.83237,2.8891697,8.09
356.8368,-48.275585,6.89
356.84204,44.949448,9.55
356.8444,-57.024124,9.96
356.844,-1.508806,9.26
356.84726,-71.3069,7.08
356.84732,-68.39397,6.89
356.84793,-3.903001,9.06
356.84967,-49.606754,9.81
356.8571,-22.275566,8.02
356.85864,64.14482,7.87
356.8589,-24.478092,9.06
356.8717,-67.72012,8.31
356.87234,25.579544,6.78
356.87305,-2.149458,9.59
356.8745,49.29333,7.83
356.87695,53.230736,9.19
356.8783,18.223398,11.83
356.8814,-38.156414,8.04
356.88226,-17.942564,8.95
356.88388,16.937548,7.95
356.8877,46.832565,6.08
356.8896,-35.620983,9.72
356.898,46.018063,8.0
356.899,-28.310736,10.13
356.90005,-15.981489,8.31
356.9002,34.521572,7.51
356.90042,-45.329403,8.58
356.90634,-83.861824,7.8
356.90775,85.0784,7.77
356.90845,27.17968,7.98
356.9102,-5.8254485,7.64
356.91208,-9.930397,8.49
356.91342,-4.4616656,7.56
356.9163,-65.240585,7.38
356.9249,-0.7621703,7.11
356.92822,71.49616,7.46
356.92926,11.4125395,9.32
356.93484,-36.676434,10.36
356.93674,-26.186037,9.69
356.93674,4.229951,7.44
356.94385,28.407589,8.16
356.949,-52.204376,7.36
356.9542,-46.46813,10.67
356.96103,-23.026018,8.29
356.96213,-5.244199,8.39
356.96487,17.072855,8.27
356.96582,17.055958,8.34
356.96835,4.175474,7.69
356.9677,51.89691,9.5
356.9691,-55.28131,9.57
356.97147,-22.60899,8.57
356.9782,67.80681,5.05
356.9838,-34.308495,8.57
356.98434,-13.91686,7.48
356.98438,-66.56741,6.73
356.9856,-2.7615976,5.49
356.9919,78.37609,9.87
356.99374,-19.506115,10.19
356.99448,-57.190853,8.95
356.99503,51.836563,8.86
356.99838,80.56494,8.34
357.0012,49.790535,8.79
357.00174,-82.41171,8.48
357.0131,49.01592,12.06
357.0126,50.302902,8.57
357.01407,-33.208714,10.66
357.01825,32.60644,9.81
357.02625,63.81737,7.39
357.02826,41.101917,10.33
357.02887,-50.890953,6.88
357.03506,41.107956,8.27
357.039,-16.699146,7.55
357.04456,29.865547,9.62
357.04916,27.715504,7.85
357.05054,8.245595,6.66
357.05307,-0.77487755,8.54
357.0534,15.937281,8.9
357.05597,47.08301,9.84
357.0602,7.1631823,6.89
357.0633,-19.07135,9.64
357.06348,47.07516,10.9
357.0774,8.188738,8.01
357.07837,49.864765,8.41
357.08548,33.846397,9.14
357.08887,-27.89749,8.65
357.09714,54.69866,8.05
357.09903,-62.008068,8.51
357.10135,45.43844,9.06
357.10156,55.95478,9.73
357.10553,15.071692,8.72
357.10706,-12.987458,9.59
357.11752,-11.508722,7.6
357.12045,34.201687,8.78
357.1265,30.527466,8.19
357.12762,-18.884687,7.37
357.13126,36.133583,8.39
357.1311,25.653831,7.08
357.13193,15.070585,10.15
357.13266,-45.837063,10.02
357.13242,55.649227,7.68
357.13535,-6.380426,6.09
357.13974,42.1935,8.01
357.14542,-39.09844,8.78
357.14597,28.37103,7.03
357.14737,-14.858472,9.32
357.14792,-67.34296,9.18
357.14743,36.274536,6.95
357.15387,-15.210631,8.78
357.15973,18.508627,8.42
357.16113,-32.164234,8.77
357.16272,64.87645,6.41
357.16373,-59.05756,9.15
357.16394,-13.88674,8.88
357.1709,-34.640144,10.9
357.17188,74.79148,8.47
357.18036,48.567554,8.59
357.18555,82.98257,8.62
357.1875,50.752544,8.31
357.18808,-4.4352117,8.08
357.1917,-8.145717,9.38
357.1925,-51.48875,9.22
357.1925,-27.54893,9.86
357.19717,44.397167,8.21
357.19882,49.495953,8.98
357.2006,-47.65002,6.65
357.2057,2.2144132,6.47
357.20575,-7.4129634,9.84
357.20905,62.214516,5.43
357.21185,31.727938,8.04
357.21216,-11.458395,9.21
357.22485,59.97897,6.33
357.227,12.633125,8.77
357.23145,-28.130268,4.59
357.2326,-46.842136,6.97
357.2372,-25.144709,9.8
357.23874,-50.808804,8.27
357.23962,53.858425,8.85
357.24127,0.4375345,8.93
357.24185,32.042244,8.5
357.24417,6.447982,12.3
357.24435,53.20223,9.08
357.2451,9.865057,12.14
357.2548,-16.182302,9.94
357.25482,3.1811671,8.38
357.25848,-30.569984,10.31
357.26288,21.11932,8.51
357.27124,56.727364,9.67
357.27286,6.382399,8.52
357.28693,10.213441,8.84
357.28806,68.66857,8.29
357.29352,-60.763035,8.62
357.296,-41.906353,8.95
357.29968,58.963203,6.36
357.3022,2.4012232,8.98
357.3041,3.5285888,8.74
357.3103,4.9823904,8.42
357.31564,-13.304197,9.22
357.3158,51.007736,9.32
357.3168,-47.126564,8.83
357.32626,22.854534,7.07
357.32816,25.346119,8.2
357.33136,-27.854254,6.95
357.3339,27.033863,7.84
357.3387,23.874336,8.15
357.33893,-12.62659,10.75
357.33948,-30.658163,10.23
357.3405,-60.072838,7.89
357.35724,-58.144512,10.13
357.35815,-21.613972,7.01
357.35947,-20.442757,9.4
357.35983,75.76279,8.54
357.36447,1.0761315,5.77
357.3706,35.664185,9.38
357.3817,-15.861278,6.21
357.38376,-66.2576,7.21
357.3858,-5.553001,7.75
357.38586,-31.402893,8.11
357.38913,52.65251,8.93
357.39288,4.89369,7.99
357.4096,-67.94418,8.85
357.41415,28.842388,5.95
357.4193,29.23733,8.78
357.42065,36.42528,5.86
357.42087,-39.143913,9.59
357.4229,-48.080315,8.57
357.4263,-31.47936,11.16
357.42892,11.17423,9.45
357.4364,-62.83949,6.59
357.44025,-56.39127,8.74
357.447,-42.278233,8.39
357.45663,-25.331335,6.44
357.46048,27.680738,7.01
357.46545,26.154165,8.56
357.46707,-38.98186,8.54
357.47134,62.214092,7.74
357.47772,-42.30072,7.43
357.47922,-65.64118,7.02
357.48117,67.63744,9.78
357.48715,-14.3361435,8.1
357.4902,-24.165766,8.71
357.49255,-61.13534,7.47
357.50333,-56.277813,9.72
357.50568,8.723146,11.34
357.51144,-29.810308,8.86
357.51276,-37.98654,9.99
357.5178,-37.328846,8.3
357.52396,2.877171,8.34
357.52487,35.771206,7.76
357.525,-11.103165,6.78
357.533,1.9701893,8.56
357.53635,4.4668345,9.0
357.53848,19.666534,9.32
357.53867,-27.129301,9.29
357.54288,-9.560254,9.58
357.54312,23.796852,8.23
357.5446,24.857983,7.55
357.5453,13.315343,9.27
357.55313,-17.3766,9.38
357.5531,-34.451687,8.91
357.55814,52.90502,8.92
357.55966,17.646187,7.8
357.56137,-9.974136,5.93
357.56207,-29.401728,7.88
357.56467,-69.96299,9.08
357.56506,-20.881636,8.74
357.56598,-55.876003,9.94
357.57703,-47.453773,8.87
357.57684,69.50401,8.28
357.58203,-26.642452,9.76
357.59006,-35.976128,8.64
357.59125,67.56939,8.44
357.59265,51.621662,6.47
357.5926,-54.516827,9.75
357.60178,63.743626,6.95
357.60382,57.161068,7.94
357.60464,-22.898731,9.99
357.6087,-22.243029,8.16
357.61206,-14.579069,6.68
357.61536,-14.983708,7.49
357.6161,30.353254,9.35
357.61682,-53.688316,9.4
357.61914,59.610195,8.27
357.62598,17.611256,7.46
357.62808,-13.110617,7.09
357.62823,9.509711,8.49
357.62866,43.419262,7.93
357.63025,-29.363178,10.26
357.6387,-14.40149,5.7
357.63916,-69.09279,7.35
357.64264,-20.233238,7.2
357.64328,-51.705414,7.62
357.6485,-47.37694,6.49
357.6498,47.08714,9.01
357.65823,54.198227,7.15
357.65894,-40.797626,10.01
357.66037,-35.58172,9.57
357.66467,60.910873,9.76
357.66843,17.344666,10.49
357.67368,25.299904,8.38
357.67523,-11.609352,8.82
357.6769,-24.194199,10.35
357.67746,-25.908464,8.86
357.68402,41.827732,8.27
357.68878,-21.33488,9.96
357.69086,-50.613567,9.07
357.69403,-18.292425,7.07
357.6996,21.57672,10.77
357.70737,-16.123964,9.01
357.7078,41.758064,8.44
357.7092,-39.40615,9.15
357.71066,59.66229,8.22
357.71582,47.507904,8.75
357.7225,31.6173,8.87
357.72635,-43.09142,10.18
357.7303,-12.820735,8.89
357.7309,-52.749695,10.83
357.7299,-79.898575,8.03
357.73428,-36.889072,8.73
357.7346,-33.562534,8.88
357.73813,52.224586,8.93
357.7416,-59.2432,8.41
357.74207,41.163784,7.68
357.74683,63.984856,6.81
357.7473,51.398243,7.87
357.75308,-43.336685,9.79
357.75424,-48.65939,6.85
357.76184,-41.599937,7.75
357.77832,2.2378728,6.96
357.78024,-24.845688,10.23
357.78665,52.092216,8.57
357.78818,-19.046698,10.68
357.78897,-19.049515,8.47
357.7894,-1.9362024,9.71
357.79028,-65.31528,8.18
357.79105,-2.5204604,7.86
357.7945,44.547703,8.2
357.80527,36.00049,8.58
357.8083,62.592625,8.34
357.81012,16.140768,9.04
357.81104,18.358961,9.41
357.82288,43.498062,8.33
357.8252,14.115175,10.46
357.82788,40.198505,6.78
357.82922,-43.584023,8.62
357.83084,59.1179,8.76
